fioriId,RoleName,AppName,ApplicationType,UITechnology,BSPName,BSPApplicationURL,SAPUI5ComponentId,PrimaryODataServiceName,PrimaryODataServiceVersion,AdditionalODataServices,AdditionalODataServicesVersions,OData V4 Service Group,Link,
F2061,Compliance Manager (Assurance and Compliance Software),Display Strategy Determination,Transactional,SAP Fiori (SAPUI5),FRA_STRAT_DERIV,/sap/bc/ui5_ui5/sap/fra_strat_deriv,,FRA_STRATEGY_DERIVATION_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2061
F2062,Compliance Manager (Assurance and Compliance Software),Manage Excluded Terms,Transactional,SAP Fiori (SAPUI5),FRA_EXCL_TERMS,/sap/bc/ui5_ui5/sap/fra_excl_terms,,FRA_EXCLUDED_TERM_LIST_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2062
F2065,Insurance Claims Supervisor,Approve Claim Payments,Transactional,SAP Fiori (SAPUI5),PAYMENT_APVS1,/sap/bc/ui5_ui5/sap/payment_apvs1,fs.ins.payment.approvals1,ICL_PAYMENT_APPROVAL_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2065
F2071,Maintenance Technician,Find Maintenance Notification,Transactional,SAP Fiori elements,EAM_NTF_MANS1,/sap/bc/ui5_ui5/sap/eam_ntf_mans1,i2d.eam.notification.manages1,EAM_OBJPG_MAINTNOTIFICATION_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2071
F2072,Maintenance Planner,Find Technical Object,Transactional,SAP Fiori elements,EAM_TO_MANS1,/sap/bc/ui5_ui5/sap/eam_to_mans1,i2d.eam.technicalobject.manages1,EAM_OBJPG_TECHNICALOBJECT_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2072
F2084,Project Manager,Display Last Used Projects,Transactional,SAP Fiori elements,PROLASTUSEDS1,/sap/bc/ui5_ui5/sap/prolastuseds1,i2d.ppm.projectlastuseds1,PPM_PRO_LAST_USED_PROJECT_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2084
F2085,Project Manager,My Projects - Upcoming Milestones,Transactional,SAP Fiori elements,PROUPCMLSTS1,/sap/bc/ui5_ui5/sap/proupcmlsts1,i2d.ppm.projectupcomingmilestones1,PPM_PRO_UPCOMING_MILESTONES_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2085
F2086,Project Manager,My Projects - Critical,Transactional,SAP Fiori elements,PROJMOSTCRITS1,/sap/bc/ui5_ui5/sap/projmostcrits1,i2d.ppm.projectmostcriticals1,PPM_PRO_MY_CRIT_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2086
F2087,Project Manager,My Projects - Planned,Transactional,SAP Fiori elements,PROPLANNEDS1,/sap/bc/ui5_ui5/sap/proplanneds1,i2d.ppm.projectplanneds1,PPM_PRO_PLANNED_PROJ_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2087
F2088,Project Manager,My Projects - Active,Transactional,SAP Fiori elements,PROMYACTS1,/sap/bc/ui5_ui5/sap/promyacts1,i2d.ppm.projectmyactives1,PPM_PRO_MY_ACTIVE_PROJ_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2088
F2089,Accounts Receivable Accountant,Maintain Virtual Accounts - Japan,Transactional,SAP Fiori (SAPUI5),FIN_VIR_ACC,/sap/bc/ui5_ui5/sap/fin_vir_acc,fin.ar.maintain.virtualaccount,GLO_IS_JP_VIRTACCT_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2089
F2090,Project Manager,My Projects - As a Substitute,Transactional,SAP Fiori elements,PROMEASSUBSTS1,/sap/bc/ui5_ui5/sap/promeassubsts1,i2d.ppm.projectmeassubsts1,PPM_PRO_ME_AS_SUBSTITUTE_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2090
F2092,Treasury Risk Manager,Import Foreign Exchange Rates,Transactional,SAP Fiori (SAPUI5),TRM_MD_UPLOAD,/sap/bc/ui5_ui5/sap/trm_md_upload,fin.trm.market.data.upload,MDIF_UPLOAD_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2092
F2096,General Ledger Accountant,Tax Declaration Reconciliation,Transactional,SAP Fiori elements,FIN_TAXRECDECL,/sap/bc/ui5_ui5/sap/FIN_TAXRECDECL,fin.gl.tax_reconciliation,FI_TAX_DECL_RECONCILIATION_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2096
F2097,Development Manager - Discrete Industries,Manage Change Records,Transactional,SAP Fiori elements,MGMTCRS_MONS1,/sap/bc/ui5_ui5/sap/mgmtcrs_mons1,i2d.plm.mgmtcrss1,PLMI_CHANGE_RECORD_MANAGEMENT,0001,"ODATA_DIGITAL_SIGNATURE_SRV, PLMI_PROCESS_ROUTE, LO_VCHCLF","0001, 0001, 0001",,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2097
F2098,Systems Engineer,Manage Software Constraints,Transactional,SAP Fiori elements,SWCSTRTS_MANS1,/sap/bc/ui5_ui5/sap/swcstrts_mans1,i2d.plm.swcstrtss1,PLMI_SWCSTRT_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2098
F2101,Production Planner,Monitor Material Coverage - Net and Individual Segments,Transactional,SAP Fiori (SAPUI5),PP_COVINDS_MRS1,/sap/bc/ui5_ui5/sap/pp_covinds_mrs1,i2d.pp.coverageindseg.monitor.s1,PP_MRP_COCKPIT_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2101
F2101A,Production Planner,Monitor Material Coverage - Net and Individual Segments (Version 2),Transactional,SAP Fiori elements,PP_COVINDS_V2S1,/sap/bc/ui5_ui5/sap/pp_covinds_v2s1,i2d.pp.materialcoverindseg.monitors1,PP_MRP_MATERIAL_COV_INDSEG_SRV,0001,"PP_MRP_AOR_SRV, PP_MRP_MATERIAL_COVERAGE_POVER_SRV_","0001, 0001",,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2101A
F2105,Forecast Analyst - Production (Oil & Gas),View Forecast Results,Transactional,SAP Fiori (SAPUI5),UPS_FC_RESULTS1,/sap/bc/ui5_ui5/sap/ups_fc_results1,oil.ups.fc.viewresultss1,UPS_FC_VIEW_RES,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2105
F2119,Order Fulfillment Manager,Configure Product Allocation,Transactional,SAP Fiori elements,CONFPRODALLOCS1,/sap/bc/ui5_ui5/sap/confprodallocs1,i2d.atp.configureprodallocs1,ATP_CONFIGUREPRODALLOC,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2119
F2120,Order Fulfillment Manager,Assign Product to Product Allocation,Transactional,SAP Fiori elements,ASSGPRODALLOCS1,/sap/bc/ui5_ui5/sap/assgprodallocs1,i2d.atp.assgprodtoprodallocs1,ATP_ASSGPRODTOPRODALLOC,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2120
F2121,Order Fulfillment Manager,Manage Product Allocation Planning Data,Transactional,SAP Fiori elements,MANPALPLNGDATS1,/sap/bc/ui5_ui5/sap/manpalplngdats1,i2d.atp.manprodallocplngdatas1,ATP_MANPRODALLOCPLNGDATA,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2121
F2122,Accounts Payable and Receivable Manager (FI-CA),Analyze Dunning Volume,"Transactional, Analytical",SAP Fiori (SAPUI5),DUNNVOL_ANLS1,/sap/bc/ui5_ui5/sap/dunnvol_anls1,cus.o2c.dunnvolume.analyze.s1,O2C_FICA_DUNNING_VOLUME,0001,O2C_FICA_GENTOOLS,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2122
F2122A,Accounts Payable and Receivable Manager (FI-CA),Analyze Dunning Volume (Version 2),"Transactional, Analytical",SAP Fiori elements,CADUNNVOL_ANLS1,/sap/bc/ui5_ui5/sap/cadunnvol_anls1,cus.o2c.dunnvolumev2.analyze.s1,UI_CADUNNINGVOL_ANALYSIS,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2122A
F2123,Accounts Payable and Receivable Manager (FI-CA),Analyze Dunning Success,"Transactional, Analytical",SAP Fiori (SAPUI5),DUNNSUCC_ANLS1,/sap/bc/ui5_ui5/sap/dunnsucc_anls1,cus.o2c.dunnsuccess.analyze.s1,O2C_FICA_DUNNING_SUCCESS,0001,O2C_FICA_GENTOOLS,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2123
F2123A,Accounts Payable and Receivable Manager (FI-CA),Analyze Dunning Success (Version 2),"Transactional, Analytical",SAP Fiori elements,CADUNNSUC_ANLS1,/sap/bc/ui5_ui5/sap/cadunnsuc_anls1,cus.o2c.dunnsuccessv2.analyze.s1,C_CADUNNINGSUCCESSQUERY_CDS,0001,UI_CASYSTEM_SETTING_V2,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2123A
F2124,Accounts Payable and Receivable Manager (FI-CA),Analyze Payment Run Exceptions,"Transactional, Analytical",SAP Fiori (SAPUI5),PAYRUNEXC_ANLS1,/sap/bc/ui5_ui5/sap/payrunexc_anls1,cus.o2c.payrunexc.analyze.s1,O2C_FICA_PAYMENTRUN_SRV,0001,"O2C_FICA_GENTOOLS, O2C_FICA_WORKLIST","0001, 0001",,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2124
F2125,Accounts Payable and Receivable Manager (FI-CA),Analyze Clearing Reasons,"Transactional, Analytical",SAP Fiori (SAPUI5),RECEIVABL_ANLS1,/sap/bc/ui5_ui5/sap/receivabl_anls1,cus.o2c.receivables.analyze.s1,O2C_FICA_RECEIVABLES_SRV,0001,"O2C_FICA_GENTOOLS, O2C_FICA_WORKLIST","0001, 0001",,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2125
F2125A,Accounts Payable and Receivable Manager (FI-CA),Analyze Clearing Reasons (Version 2),"Transactional, Analytical",SAP Fiori elements,CACLRREAS_ANLS1,/sap/bc/ui5_ui5/sap/caclrreas_anls1,cus.o2c.clearingreason.analyze.s1,UI_CACLEARINGREASON_ANA,0001,"O2C_FICA_GENTOOLS, UI_CASYSTEM_SETTING_V2","0001, 0001",,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2125A
F2126A,Bank Back Office Employee,Get Bank Customer Overview (Version 2),Transactional,SAP Fiori (SAPUI5),FS_CUST_DISPS1,/sap/bc/ui5_ui5/sap/fs_cust_disps1,fs.cb.bankcustomer.displays1,BKCUSTOVW_SRV,0001,BUSINESSPARTNERSEARCH_SRV,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2126A
F2130,General Ledger Accountant,Edit Options for Journal Entries - My Settings,Transactional,SAP Fiori (SAPUI5),FIN_EDITOPT_M,/sap/bc/ui5_ui5/sap/fin_editopt_m,fin.gl.editing.options.manage,FAC_EDITING_OPTIONS_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2130
F2131,Administrator,Define Statutory Reports,Transactional,SAP Fiori (SAPUI5),SRF_REP_DEF_S1,/sap/bc/ui5_ui5/sap/srf_rep_def_s1,gs.fin.definestatutoryreportss1,SRF_REPORT_DEFINITION,0001,SRF_UI_CFG_U_02,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2131
F2133,Project Manager (Commercial Project Management),Multiproject Overview,"Transactional, Analytical",SAP Fiori (SAPUI5),CPA_COMMPROJS1,/sap/bc/ui5_ui5/sap/cpa_commprojs1,icd.cpa.commercial.projectss1,CPD_MASTERPROJECT_OVERVIEW_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2133
F2134,Project Manager (Commercial Project Management),Billing and Receivables Overview,Transactional,SAP Fiori (SAPUI5),CPA_PRJBLLRCVS1,/sap/bc/ui5_ui5/sap/cpa_prjbllrcvs1,icd.cpa.project.billrcvbless1,CPD_MASTERPROJECT_OVERVIEW_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2134
F2149,Project Team Member,Project Element Object Page,Transactional,SAP Fiori elements,PROJELEMENTS1,/sap/bc/ui5_ui5/sap/projelements1,i2d.ppm.projectelements1,PPM_PRO_PROJECT_ELEMENT_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2149
F2150,Project Team Member,My Tasks (PPM),Transactional,SAP Fiori elements,MYTASKSS1,/sap/bc/ui5_ui5/sap/mytaskss1,i2d.ppm.mytaskss1,PPM_PRO_MY_TASK_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2150
F2151,Trade Classification Specialist,Classify Products - Commodity Codes,Transactional,SAP Fiori (SAPUI5),PRCMTCD_CLSS1,/sap/bc/ui5_ui5/sap/prcmtcd_clss1,fcg.sll.prodcmdtycd.clsfys1,SLL_PROD_CMDTYCD_CLASSIFY,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2151
F2152,Trade Classification Specialist,Reclassify Products - Commodity Codes,Transactional,SAP Fiori (SAPUI5),PRCMTCD_RECLSS1,/sap/bc/ui5_ui5/sap/prcmtcd_reclss1,fcg.sll.prodcmdtycd.reclsfys1,SLL_PROD_CMDTYCD_RECLASSIFY,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2152
F2155,Trade Classification Specialist,Reclassify Products - Intrastat Service Codes,Transactional,SAP Fiori (SAPUI5),PRISVCD_RECLSS1,/sap/bc/ui5_ui5/sap/prisvcd_reclss1,fcg.sll.prodissrvccd.reclsfys1,SLL_PROD_ISSRVCCD_RECLASSIFY,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2155
F2156,Trade Classification Specialist,Classify Products - Intrastat Service Codes,Transactional,SAP Fiori (SAPUI5),PRISVCD_CLSS1,/sap/bc/ui5_ui5/sap/prisvcd_clss1,fcg.sll.prodissrvccd.clsfys1,SLL_PROD_ISSRVCCD_CLASSIFY,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2156
F2157,Compliance Manager (Assurance and Compliance Software),Manage Term Mappings,Transactional,SAP Fiori (SAPUI5),FRA_TERM_MAP,,,FRA_TERM_MAPPING_LIST_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2157
F2158,Order Fulfillment Manager,Configure BOP Segment,Transactional,SAP Fiori (SAPUI5),ATP_ABOPSEGS1,/sap/bc/ui5_ui5/sap/atp_abopsegs1,sap.i2d.atp.configurebopsegment,ATP_BOP_SEGMENT_SETUP,0001,UI_ATPSELECTOPTIONTOOL,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2158
F2159,Order Fulfillment Manager,Monitor BOP Run,Transactional,SAP Fiori (SAPUI5),ATP_MONBOPRUNS1,/sap/bc/ui5_ui5/sap/atp_monbopruns1,sap.i2d.atp.monitorboprun,ATP_MONITOR_BOP_RUN,0001,APL_LOG_MANAGEMENT_SRV,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2159
F2160,Order Fulfillment Manager,Configure BOP Variant,Transactional,SAP Fiori (SAPUI5),ATP_ABOPVARS1,/sap/bc/ui5_ui5/sap/atp_abopvars1,sap.i2d.atp.configurebopvariant,ATP_BOP_VARIANT_SETUP,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2160
F2165,Project Team Member,Checklist Item Object Page,Transactional,SAP Fiori elements,MYCLITMSS1,/sap/bc/ui5_ui5/sap/myclitmss1,i2d.ppm.mychecklistitemsops1,PPM_PRO_OP_MY_CHECKLIST_ITEM_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2165
F2166,Project Team Member,My Checklist Items,Transactional,SAP Fiori elements,MYCLITMLS1,/sap/bc/ui5_ui5/sap/myclitmls1,i2d.ppm.mychecklistitemslis1,PPM_PRO_MY_CHECKLISTITEM_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2166
F2168,Service Station Operator (Oil & Gas),Report Competitor Prices,Transactional,SAP Fiori (SAPUI5),DS_REPCMPPRICS1,,,/ICO/RN_ODS_RFP_COMPPRICE_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2168
F2170,Analytics Specialist,View Browser,Transactional,SAP Fiori (SAPUI5),CDSBROWSERS1,/sap/bc/ui5_ui5/sap/cdsbrowsers1,query.viewbrowser.s1,CDSALLVIEWS,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2170
F2173,Maintenance Technician,Find Maintenance Order and Operation,Transactional,SAP Fiori elements,EAM_ORDOP_MONS1,/sap/bc/ui5_ui5/sap/eam_ordop_mons1,i2d.eam.orderandoperation.monitors1,EAM_OBJPG_MAINTORDANDOPER_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2173
F2174,Maintenance Technician,Find Maintenance Order Confirmation,Transactional,SAP Fiori elements,EAM_OCONF_MANS1,/sap/bc/ui5_ui5/sap/eam_oconf_mans1,i2d.eam.orderconfirmation.manages1,EAM_OBJPG_ORDERCONFIRMATION_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2174
F2175,Maintenance Technician,Find Maintenance Order,Transactional,SAP Fiori elements,EAM_ORD_MANS1,/sap/bc/ui5_ui5/sap/eam_ord_mans1,i2d.eam.order.manages1,EAM_OBJPG_MAINTENANCEORDER_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2175
F2176,Production Planner,Production Scheduling Board,Transactional,SAP Fiori (SAPUI5),PPDS_PROD_SCHS1,/sap/bc/ui5_ui5/sap/ppds_prod_schs1,i2d.pp.productionschedulingboards1,PPDS_RES_SCHEDULE,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2176
F2179,Purchaser,Manage Scheduling Agreement,Transactional,SAP Fiori elements,MM_SCHAGMT_MTS1,/sap/bc/ui5_ui5/sap/mm_schagmt_mts1,ui.s2p.mm.pur.schedulingagrmt.maintain.s1,MM_PUR_SCHEDG_AGRMT_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2179
F2180,Quality Technician,Inspection Lot (S/4HANA),Transactional,SAP Fiori (SAPUI5),QM_INSPLOTS1,/sap/bc/ui5_ui5/sap/qm_insplots1,i2d.qm.insplotobjectpages1,QM_INSPLOT_OBJECTPAGE_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2180
F2181,Quality Technician,Inspection Operation (S/4HANA),Fact sheet,SAP Fiori (SAPUI5),QM_OPERATIONS1,/sap/bc/ui5_ui5/sap/qm_operations1,i2d.qm.operationobjectpages1,QM_INSPOPERATION_OBJECTPAGE_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2181
F2182,Project Manager (Commercial Project Management),Single-Project Overview,"Analytical, Fact sheet",SAP Fiori elements,CPA_PROJOBJS1,/sap/bc/ui5_ui5/sap/cpa_projobjs1,icd.cpa.project.objectpages1,CPD_MASTERPROJECT_OVERVIEW_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2182
F2185,Meter Data Specialist (Utilities),Resolve Implausible Meter Readings,"Transactional, Analytical",SAP Fiori elements,UT_IMPLMR_APVS1,/sap/bc/ui5_ui5/sap/ut_implmr_apvs1,isu.mr.implausiblemrreadings1,ISU_MR_IMPL_RESOLVE,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2185
F2186,Billing Specialist (Utilities),Resolve Outsorted Billing Documents,"Transactional, Analytical",SAP Fiori elements,UT_OUTBIL_APVS1,/sap/bc/ui5_ui5/sap/ut_outbil_apvs1,isu.bi.outsortedbillingdocs1,ISU_BI_OUTSRTD_RESOLVE,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2186
F2187,Internal Sales Representative,Customer - 360° View,Fact sheet,SAP Fiori elements,SD_CUST360_OPS1,/sap/bc/ui5_ui5/sap/sd_cust360_ops1,cus.sd.customer360.objectpage,SD_F2187_CUST360_SRV,0001,"SD_SO_PROCFLOW_SRV, SD_CMR_PROCFLOW_SRV, SD_DMR_PROCFLOW_SRV, SD_CRT_PROCFLOW_SRV, SD_BILLINGDOC_PROCFLOW_SRV, SD_QTAN_PROCFLOW_SRV","0001, 0001, 0001, 0001, 0001, 0001",,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2187
F2190,Business Process Specialist,Manage Workflows,Transactional,SAP Fiori (SAPUI5),NW_APS_BPM_SWE,/sap/bc/ui5_ui5/sap/nw_aps_bpm_swe,io.bpm.sworkfloweditor,SWF_FLEX_DEF_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2190
F2191,Strategic Buyer,Display Scorecards,Transactional,SAP Fiori elements,SLC_SES_DISPS1,/sap/bc/ui5_ui5/sap/slc_ses_disps1,ui.s2p.slc.scorecard.disp.s1,C_SUPLREVALSCORECARDDISPLAY_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2191
F2192,Strategic Buyer,Manage Activities,Transactional,SAP Fiori elements,SLC_ACTS1,/sap/bc/ui5_ui5/sap/slc_acts1,ui.s2p.slc.activity.ops1,C_SUPPLIERACTIVITY_FS_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2192
F2193,Strategic Buyer,Manage Templates,Transactional,SAP Fiori elements,SLC_SEP_MANS1,/sap/bc/ui5_ui5/sap/slc_sep_mans1,ui.s2p.slc.evaltmpl.manage.s1,C_SUPLREVALTEMPLATEMANAGEST_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2193
F2194,Strategic Buyer,Manage Questionnaires,Transactional,SAP Fiori elements,SLC_EQNR_MANS1,/sap/bc/ui5_ui5/sap/slc_eqnr_mans1,ui.s2p.slc.evalqnaire.man.s1,C_SUPLREVALQNAIREMANAGEST_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2194
F2195,Strategic Buyer,Monitor Tasks,Transactional,SAP Fiori elements,SLC_TSK_MONIS1,/sap/bc/ui5_ui5/sap/slc_tsk_monis1,ui.s2p.slc.task.monitor.s1,C_SUPPLIERACTIVITYTASKMONITOR_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2195
F2196,Employee - Procurement,Process Tasks,Transactional,SAP Fiori elements,SLC_TSK_PROCS1,/sap/bc/ui5_ui5/sap/slc_tsk_procs1,ui.s2p.slc.task.process.s1,C_SUPPLIERACTIVITYTASKPROCESS_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2196
F2197,Strategic Buyer,Translate Purchasing Category,Transactional,SAP Fiori elements,SLC_PUC_TRAMAS1,/sap/bc/ui5_ui5/sap/slc_puc_tramas1,ui.s2p.slc.purgcat.transman.s1,C_PURCHASINGCATEGORYTRANST_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2197
F2198,Strategic Buyer,Translate Templates,Transactional,SAP Fiori elements,SLC_SEP_TRAMAS1,/sap/bc/ui5_ui5/sap/slc_sep_tramas1,ui.s2p.slc.evaltmpl.transma.s1,C_SUPLREVALTEMPLATETRANST_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2198
F2199,Strategic Buyer,Translate Questionnaire Names,Transactional,SAP Fiori elements,SLC_EQNR_TRAMS1,/sap/bc/ui5_ui5/sap/slc_eqnr_trams1,ui.s2p.slc.evalqnaire.trama.s1,C_SUPLREVALQNAIRETRANST_SRV,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2199
F2206,Billing Clerk,Verify Service Nota Fiscal,Transactional,SAP Fiori elements,VERIFYNFSS1,/sap/bc/ui5_ui5/sap/verifynfss1,glo.log.br.verifynfs,C_BR_VERIFYNFS_CDS,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2206
F2207,Billing Clerk,Verify CT-e,Transactional,SAP Fiori elements,VERIFYCTES1,/sap/bc/ui5_ui5/sap/verifyctes1,glo.log.br.verifycte,C_BR_VERIFYCTE_CDS,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2207
F2208,Accounts Payable and Receivable Manager (FI-CA),Analyze Collections Volume,"Transactional, Analytical",SAP Fiori (SAPUI5),COLLVOL_ANLS1,/sap/bc/ui5_ui5/sap/collvol_anls1,cus.o2c.collvolume.analyze.s1,O2C_FICA_DUNNING_VOLUME,0001,O2C_FICA_GENTOOLS,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2208
F2208A,Accounts Payable and Receivable Manager (FI-CA),Analyze Collection Volume (Version 2),"Transactional, Analytical",SAP Fiori elements,CACOLLVOL_ANLS1,/sap/bc/ui5_ui5/sap/cacollvol_anls1,cus.o2c.collvolumev2.analyze.s1,UI_CACOLLVOLUME_ANALYSIS,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2208A
F2209,Accounts Payable and Receivable Manager (FI-CA),Analyze Collections Success,"Transactional, Analytical",SAP Fiori (SAPUI5),COLLSUCC_ANLS1,/sap/bc/ui5_ui5/sap/collsucc_anls1,cus.o2c.collsuccess.analyze.s1,O2C_FICA_DUNNING_SUCCESS,0001,O2C_FICA_GENTOOLS,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2209
F2209A,Accounts Payable and Receivable Manager (FI-CA),Analyze Collection Success (Version 2),"Transactional, Analytical",SAP Fiori elements,CACOLLSUC_ANLS1,/sap/bc/ui5_ui5/sap/cacollsuc_anls1,cus.o2c.collsuccessv2.analyze.s1,C_CACOLLECTIONSUCCESSQUERY_CDS,0001,UI_CASYSTEM_SETTING_V2,0001,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2209A
F2210,Recipe Developer,Manage Recipes,Transactional,SAP Fiori elements,RECIPE_MANS1,/sap/bc/ui5_ui5/sap/recipe_mans1,i2d.plm.recipe.manages1,PLMI_RECIPE_MANAGE,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2210
F2211,Recipe Developer,Manage Label Sets,Transactional,SAP Fiori elements,LABEL_MANS1,/sap/bc/ui5_ui5/sap/label_mans1,i2d.plm.label.manages1,PLMI_LABEL_MANAGE,0001,,,,https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F2211
